,row,prey_class,prey_desc,observed_on,url,prey_Y.N,latitude,longitude,notes,observer,min_weight,max_weight,avian_size_class
2276,549,ave,HOSP,2/4/2018,https://www.inaturalist.org/observations/9930569,y,47.18319,-122.425,,WJG,20,33,Small
2277,550,ave,HOSP,2/2/2018,https://www.inaturalist.org/observations/10063229,y,41.8096,-73.3863,,WJG,20,33,Small
2278,551,ave,HOSP,7/27/2022,https://www.inaturalist.org/observations/128155133,y,39.1731,-119.731,,WJG,20,33,Small
2279,552,ave,HOSP,1/29/2014,http://www.inaturalist.org/observations/1512290,y,42.29706,-89.0748,,WJG,20,33,Small
2280,553,ave,HOSP,1/7/2018,https://www.inaturalist.org/observations/9396456,y,40.07709,-86.0223,,WJG,20,33,Small
2281,554,ave,HOSP,1/15/2022,https://www.inaturalist.org/observations/105506229,y,39.90206,-75.3499,,WJG,20,33,Small
2282,555,ave,HOSP,7/22/2023,https://www.inaturalist.org/observations/174357221,y,33.80491,-118.118,,DJM,20,33,Small
2283,556,ave,HOSP,2/12/2022,https://www.inaturalist.org/observations/106614091,y,41.87483,-87.8805,,WJG,20,33,Small
2284,557,ave,HOSP,4/23/2023,https://www.inaturalist.org/observations/156323957,y,33.97468,-117.264,two COHAs mating. Great pics.,WJG,20,33,Small
2285,558,ave,HOSP,2/1/2020,https://www.inaturalist.org/observations/38201941,y,29.28821,-99.6357,nice pics,DJM,20,33,Small
2286,559,ave,HOSP,1/8/2022,https://www.inaturalist.org/observations/104604836,y,42.27725,-83.7279,ID by DJM,Madeline,20,33,Small
2287,560,ave,HOSP,11/15/2022,https://www.inaturalist.org/observations/142098753,y,40.57236,-74.0864,ID by WJG,Madeline,20,33,Small
2288,561,ave,HOSP,6/14/2016,http://www.inaturalist.org/observations/3459503,y,34.25601,-118.593,,WJG,20,33,Small
2289,562,ave,HOSP,3/3/2023,https://www.inaturalist.org/observations/150211013,y,41.31141,-71.8823,,WJG,20,33,Small
2290,563,ave,HOSP,12/26/2021,https://www.inaturalist.org/observations/103697679,y,41.10172,-80.7645,ID by DJM,Madeline,20,33,Small
2291,564,ave,HOSP,5/30/2020,https://www.inaturalist.org/observations/47930218,y,37.7868,-122.416,,WJG,20,33,Small
2292,565,ave,HOSP,2/11/2023,https://www.inaturalist.org/observations/148603191,y,43.03549,-87.899,banded COHA,DJM,20,33,Small
2293,566,ave,HOSP,11/15/2020,https://www.inaturalist.org/observations/64975357,y,43.02372,-77.5479,,Jenna Waldeck,20,33,Small
2294,567,ave,HOSP,4/21/2022,https://www.inaturalist.org/observations/112407248,y,40.4272,-86.9198,"female, shrieks of anguish",DJM,20,33,Small
2295,568,ave,HOSP,1/26/2021,https://www.inaturalist.org/observations/68652869,y,44.89874,-93.3379,cool pic,DJM,20,33,Small
2296,569,ave,HOSP,7/6/2022,https://www.inaturalist.org/observations/125123230,y,33.81955,-118.129,,DJM,20,33,Small
2297,570,ave,HOSP,2/26/2023,https://www.inaturalist.org/observations/149773429,y,40.65919,-73.9671,,WJG,20,33,Small
2298,571,ave,HOSP,8/25/2022,https://www.inaturalist.org/observations/160685886,y,41.10069,-80.7377,,WJG,20,33,Small
2299,572,ave,HOSP,4/24/2022,https://www.inaturalist.org/observations/113242495,y,47.78033,-122.231,,Kolton Zimmerman,20,33,Small
2300,573,ave,HOSP,4/27/2017,https://www.inaturalist.org/observations/6026425,y,32.26577,-111.019,,WJG,20,33,Small
2301,574,ave,HOSP,2/5/2019,https://www.inaturalist.org/observations/20316450,y,26.12616,-98.2335,,DJM,20,33,Small
2302,575,ave,HOSP,9/19/2020,https://www.inaturalist.org/observations/60107244,y,44.29241,-98.2156,,DJM,20,33,Small
2303,576,ave,HOSP,4/23/2018,https://www.inaturalist.org/observations/11386933,y,41.82698,-87.8898,,WJG,20,33,Small
2304,577,ave,HOSP,12/12/2019,https://www.inaturalist.org/observations/36675621,y,44.9388,-93.2218,,WJG,20,33,Small
2305,578,ave,HOSP,12/16/2018,https://www.inaturalist.org/observations/19047520,y,41.61857,-70.3704,,WJG,20,33,Small
2306,579,ave,HOSP,6/20/2018,https://www.inaturalist.org/observations/13622978,y,39.94736,-85.9885,,WJG,20,33,Small
2307,580,ave,HOSP,6/28/2022,https://www.inaturalist.org/observations/124154863,y,38.52005,-89.984,,DJM,20,33,Small
2308,581,ave,HOSP,5/8/2023,https://www.inaturalist.org/observations/160592776,y,26.06331,-80.2827,sad,WJG,20,33,Small
2309,582,ave,HOSP,3/14/2017,https://www.inaturalist.org/observations/5372753,y,40.01574,-75.1925,,WJG,20,33,Small
2310,583,ave,HOSP,6/12/2020,https://www.inaturalist.org/observations/49343990,y,40.4916,-74.5009,,WJG,20,33,Small
2311,584,ave,HOSP,4/3/2020,https://www.inaturalist.org/observations/41333224,y,38.9522,-104.611,,DJM,20,33,Small
2312,585,ave,HOSP,7/8/2013,http://www.inaturalist.org/observations/325056,y,41.12763,-81.5445,,WJG,20,33,Small
2313,586,ave,HOSP,2/26/2023,https://www.inaturalist.org/observations/149795557,y,40.65894,-73.9675,,WJG,20,33,Small
2314,587,ave,HOSP,6/19/2016,http://www.inaturalist.org/observations/3482859,y,35.69216,-105.962,,WJG,20,33,Small
2315,588,ave,HOSP,12/6/2013,http://www.inaturalist.org/observations/880527,y,30.68147,-97.8506,,WJG,20,33,Small
2316,589,ave,HOSP,4/24/2023,https://www.inaturalist.org/observations/161936861,y,37.31106,-121.908,,WJG,20,33,Small
2317,590,ave,HOSP,12/5/2020,https://www.inaturalist.org/observations/66318115,y,32.7832,-117.039,,Kolton Zimmerman,20,33,Small
2318,591,ave,HOSP,9/25/2022,https://www.inaturalist.org/observations/136512911,y,35.36411,-106.681,,DJM,20,33,Small
2319,592,mammalia,house mouse,7/3/2022,https://www.inaturalist.org/observations/124674402,y,37.76669,-122.472,,DJM,12,30,na
2320,593,ave,HOWR,7/10/2023,https://www.inaturalist.org/observations/172285877,y,40.77835,-111.865,,DJM,9.2,12.8,Small
2321,594,ave,INDO,6/2/2021,https://www.inaturalist.org/observations/81350450,y,33.00624,-97.8084,"What I believe to be its head looks scaly, like the inca dove, and has pink feet. Ask.",WJG,35,55,Medium
2322,595,ave,LAGU,2/11/2021,https://www.inaturalist.org/observations/69507890,y,25.92028,-97.5147,,Jules,289,348,Large
2323,596,ave,large avian,7/3/2022,https://www.inaturalist.org/observations/124681790,y,37.76771,-122.469,ROPI?,DJM,na,na,na
2324,597,ave,large avian,1/10/2018,https://www.inaturalist.org/observations/10306598,y,34.07712,-118.381,,WJG,na,na,na
2325,598,ave,large avian,9/15/2020,https://www.inaturalist.org/observations/59717266,y,33.86917,-118.369,very likely ROPI,DJM,na,na,na
2326,599,ave,large avian,12/20/2022,https://www.inaturalist.org/observations/144736367,y,29.46326,-98.4696,,WJG,na,na,na
2327,600,ave,large avian,7/9/2021,https://www.inaturalist.org/observations/86374681,y,37.56299,-122.326,,DJM,na,na,na
2328,601,ave,large avian,5/23/2023,https://www.inaturalist.org/observations/163409304,y,46.85521,-113.985,,WJG,na,na,na
2329,602,ave,large avian,6/3/2021,https://www.inaturalist.org/observations/87720912,y,36.43909,-115.36,ROPI?,DJM,na,na,na
2330,603,ave,large avian,4/8/2020,https://www.inaturalist.org/observations/41726546,y,40.06973,-74.967,possible ROPI,DJM,na,na,na
2331,604,ave,large avian,9/17/2016,http://www.inaturalist.org/observations/4141987,y,37.82151,-122.279,,WJG,na,na,na
2332,605,ave,large avian,1/12/2023,https://www.inaturalist.org/observations/146407029,y,37.76677,-122.447,,DJM,na,na,na
2333,606,ave,large avian,3/12/2023,https://www.inaturalist.org/observations/153221591,y,40.92395,-84.065,,Madeline,na,na,na
2334,607,ave,large avian,10/9/2021,https://www.inaturalist.org/observations/97721782,y,25.79199,-80.3132,plucked,WJG,na,na,na
2335,608,ave,large avian,3/9/2022,https://www.inaturalist.org/observations/108256930,y,38.58117,-121.468,ROPI?,DJM,na,na,na
2336,609,ave,large avian,4/8/2021,https://www.inaturalist.org/observations/73355291,y,32.75791,-117.068,Can't decide if this bird is prey or sitting on the powerline,WJG,na,na,na
2337,610,ave,large avian,11/17/2019,https://www.inaturalist.org/observations/35804777,y,38.84301,-77.4335,"Thougth it was ROPI, but looks brown",WJG,na,na,na
2338,611,ave,large avian,4/7/2022,https://www.inaturalist.org/observations/110717532,y,40.74623,-111.881,ROPI?,DJM,na,na,na
2339,612,ave,large avian,12/13/2020,https://www.inaturalist.org/observations/66528468,y,33.77034,-118.194,"very blurry, large bird on street",Kolton Zimmerman,na,na,na
2340,613,ave,large avian,1/10/2022,https://www.inaturalist.org/observations/106402137,y,42.9626,-84.5512,,WJG,na,na,na
2341,614,ave,large avian,4/28/2023,https://www.inaturalist.org/observations/159075070,y,43.58617,-116.314,,WJG,na,na,na
2342,615,ave,large avian,1/25/2019,https://www.inaturalist.org/observations/23735121,y,41.9074,-71.0945,probably ROPI,DJM,na,na,na
2343,616,ave,large avian,9/26/2020,https://www.inaturalist.org/observations/60926272,y,30.20622,-97.7653,ROPI size,Jenna Waldeck/WG,na,na,na
2344,617,ave,large avian,12/18/2021,https://www.inaturalist.org/observations/108704266,y,45.60312,-122.756,,DJM,na,na,na
2345,618,ave,large avian,1/11/2023,https://www.inaturalist.org/observations/147862098,y,33.70656,-118.004,probably ROPI,DJM,na,na,na
2346,619,ave,large avian,12/27/2018,https://www.inaturalist.org/observations/61320624,y,32.47758,-99.732,,Jenna Waldeck,na,na,na
2347,620,ave,large avian,7/7/2018,https://www.inaturalist.org/observations/14131472,y,37.78475,-79.9867,,WJG,na,na,na
2348,621,ave,large avian,1/6/2021,https://www.inaturalist.org/observations/67693631,y,40.63013,-111.968,almopst 100% ROPI,DJM,na,na,na
2349,622,ave,large avian,4/14/2022,https://www.inaturalist.org/observations/111490221,y,40.58253,-74.1231,likely ROPI,DJM,na,na,na
2350,623,ave,large avian,12/1/2019,https://www.inaturalist.org/observations/36271784,y,35.59516,-97.6228,Probable ROPI,WJG,na,na,na
2351,624,ave,large avian,8/11/2017,https://www.inaturalist.org/observations/144999887,y,44.7413,-72.1222,,WJG,na,na,na
2352,625,ave,large avian,3/25/2021,https://www.inaturalist.org/observations/72065606,y,39.65204,-76.5803,Ask,WJG,na,na,na
2353,626,ave,large avian,9/22/2019,https://www.inaturalist.org/observations/33229701,y,45.59868,-122.427,,DJM,na,na,na
2354,627,ave,large avian,3/19/2020,https://www.inaturalist.org/observations/40232174,y,42.76014,-84.7606,prob ROPI,DJM,na,na,na
2355,628,ave,large avian,1/5/2023,https://www.inaturalist.org/observations/145975341,y,38.93031,-74.9307,ROPI? Banded,DJM,na,na,na
2356,629,ave,large avian,12/8/2021,https://www.inaturalist.org/observations/103015737,y,42.36794,-71.0365,ROPI?,DJM,na,na,na
2357,630,ave,large avian,12/16/2016,https://www.inaturalist.org/observations/148347630,y,47.61047,-122.339,prob ROPI,DJM,na,na,na
2358,631,ave,large avian,3/25/2021,https://www.inaturalist.org/observations/72021713,y,38.43411,-121.377,Albino ROPI?,WJG,na,na,na
2359,632,ave,large avian,10/28/2022,https://www.inaturalist.org/observations/140273311,y,37.85329,-122.272,,WJG,na,na,na
2360,633,ave,large avian,2/27/2015,http://www.inaturalist.org/observations/1358937,y,38.50133,-121.6,Brownish tinge to feathers makes me think BHCO. Could be grackle?,WJG,na,na,na
2361,634,ave,large avian,3/28/2021,https://www.inaturalist.org/observations/72508378,y,38.72339,-121.369,,WJG,na,na,na
2362,635,ave,large avian,12/23/2020,https://www.inaturalist.org/observations/67042993,y,39.3092,-76.6324,ROPI most likely,DJM,na,na,na
2363,636,ave,large avian,3/8/2022,https://www.inaturalist.org/observations/108170428,y,40.68677,-73.9554,probably ROPI,DJM,na,na,na
2364,637,ave,large avian,2/12/2018,https://www.inaturalist.org/observations/19751587,y,38.41399,-96.1811,,April,na,na,na
2365,638,ave,large avian,11/9/2019,https://www.inaturalist.org/observations/35511664,y,35.08186,-81.6817,ROPI?,WJG,na,na,na
2366,639,ave,large avian,7/10/2020,https://www.inaturalist.org/observations/52630446,y,46.23922,-119.274,,DJM,na,na,na
2367,640,ave,large avian,5/18/2021,https://www.inaturalist.org/observations/79334864,y,33.96631,-118.427,"Plucked, but maybe ROPI",WJG,na,na,na
2368,641,ave,large avian,3/31/2023,https://www.inaturalist.org/observations/152944421,y,39.75506,-104.902,,Madeline,na,na,na
2369,642,ave,large avian,4/21/2022,https://www.inaturalist.org/observations/112294055,y,43.91197,-69.8158,likely ROPI,DJM,na,na,na
2370,643,ave,large avian,12/20/2022,https://www.inaturalist.org/observations/144831231,y,47.8647,-117.322,large clawed foot- chicken or bird of prey?,WJG,na,na,na
2371,644,ave,large avian,1/19/2023,https://www.inaturalist.org/observations/146902549,y,33.36289,-111.734,,DJM,na,na,na
2372,645,ave,large avian,7/27/2023,https://www.inaturalist.org/observations/175257428,y,32.7832,-97.1212,,DJM,na,na,na
2373,646,ave,large avian,6/25/2023,https://www.inaturalist.org/observations/170008370,y,32.99781,-117.003,ROPI?,DJM,na,na,na
2374,647,ave,large avian,11/15/2022,https://www.inaturalist.org/observations/142063871,y,42.38809,-71.0998,ROPI?; ID by WJG,Madeline,na,na,na
2375,648,ave,large avian,3/28/2018,https://www.inaturalist.org/observations/10481842,y,30.03495,-97.8712,"Almost completely plucked, but large with pink foot indicative of ROPI",WJG,na,na,na
2376,649,ave,large avian,3/27/2021,https://www.inaturalist.org/observations/72285579,y,36.56122,-121.935,,WJG,na,na,na
2377,650,ave,large avian,3/24/2023,https://www.inaturalist.org/observations/152798942,y,32.27969,-111.024,,Madeline,na,na,na
2378,651,ave,large avian,7/9/2023,https://www.inaturalist.org/observations/172288941,y,34.08926,-118.217,probably ROPI,DJM,na,na,na
2379,652,ave,large avian,1/3/2023,https://www.inaturalist.org/observations/154951858,y,40.75333,-73.9478,,WJG,na,na,na
2380,653,ave,large avian,3/10/2020,https://www.inaturalist.org/observations/108517414,y,30.31244,-87.4148,supposedly BWTE??,DJM,na,na,na
2381,654,ave,large avian,12/26/2021,https://www.inaturalist.org/observations/149298354,y,41.20585,-85.2044,,WJG,na,na,na
2382,655,ave,large avian,12/26/2021,https://www.inaturalist.org/observations/103718290,y,46.63721,-116.899,ID by DJM,Madeline,na,na,na
2383,656,ave,large avian,1/17/2018,https://www.inaturalist.org/observations/9512413,y,39.7483,-104.948,Seems too big to be a dove. Come back later/ask. ROPI? WTPT?,WJG,na,na,na
2384,657,ave,large avian,12/2/2019,https://www.inaturalist.org/observations/36293754,y,35.59581,-97.6221,ID: DJM,WJG,na,na,na
2385,658,ave,large avian,4/2/2022,https://www.inaturalist.org/observations/110580111,y,35.161,-106.545,ROPI?,DJM,na,na,na
2386,659,ave,large avian,9/13/2018,https://www.inaturalist.org/observations/16828963,y,41.58697,-73.9493,Large dark brown bird,WJG,na,na,na
2387,660,ave,large avian,11/12/2022,https://www.inaturalist.org/observations/142644991,y,36.56365,-82.0441,probably ROPI; ID by WJG,Madeline,na,na,na
2388,661,ave,large avian,2/7/2022,https://www.inaturalist.org/observations/106320469,y,33.42335,-82.1591,Bright white feathers. Maybe a ROPI but I'm not sure.,WJG,na,na,na
2389,662,ave,large avian,4/22/2018,https://www.inaturalist.org/observations/11353103,y,40.02537,-105.283,,WJG,na,na,na
2390,663,ave,large avian,5/3/2022,https://www.inaturalist.org/observations/115111063,y,45.21959,-94.0113,,WJG,na,na,na
2391,664,ave,large avian,4/17/2021,https://www.inaturalist.org/observations/74266746,y,29.73857,-95.4576,,WJG,na,na,na
2392,665,ave,large avian,1/5/2021,https://www.inaturalist.org/observations/67627421,y,40.72124,-73.7397,Almost certainly ROPI,DJM,na,na,na
2393,666,ave,large avian,3/28/2016,http://www.inaturalist.org/observations/2843010,y,34.05557,-118.021,ROPI or crow? Come back later,WJG,na,na,na
2394,667,ave,large avian,7/23/2020,https://www.inaturalist.org/observations/56199062,y,32.69582,-117.193,likely ROPI,DJM,na,na,na
2395,668,ave,large avian,3/12/2022,https://www.inaturalist.org/observations/108440095,y,41.14576,-73.8628,plucked wing visible; large,DJM,na,na,na
2396,669,ave,large avian,8/30/2022,https://www.inaturalist.org/observations/132964139,y,30.66636,-87.9321,,DJM,na,na,na
2397,670,ave,large avian,4/23/2022,https://www.inaturalist.org/observations/112633075,y,37.46216,-122.279,band-tailed pigeon?,DJM,na,na,na
2398,671,ave,large avian,12/9/2018,https://www.inaturalist.org/observations/18922431,y,37.75631,-122.443,"Not much visible. Large pink foot makes me think ROPI, but ask.",WJG,na,na,na
2399,672,ave,large avian,8/30/2022,https://www.inaturalist.org/observations/133029641,y,34.05479,-118.178,prob ROPI,DJM,na,na,na
2400,673,ave,large avian,8/1/2022,https://www.inaturalist.org/observations/128999959,y,33.76821,-118.155,later pictures,WJG,na,na,na
2401,674,ave,large avian,6/14/2021,https://www.inaturalist.org/observations/83087081,y,36.19109,-115.946,dove spp.?,WJG,na,na,na
2402,675,ave,large avian,5/11/2021,https://www.inaturalist.org/observations/78355769,y,33.15403,-117.295,Possibly ROPI,WJG,na,na,na
2403,676,ave,large avian,6/2/2019,https://www.inaturalist.org/observations/26280058,y,25.72633,-80.3175,"possible ROPI, but blurry",WJG,na,na,na
2404,677,ave,large avian,7/1/2020,https://www.inaturalist.org/observations/51630053,y,34.11361,-118.316,,DJM,na,na,na
2405,678,ave,large avian,3/21/2021,https://www.inaturalist.org/observations/71740917,y,34.18755,-118.18,,WJG,na,na,na
2406,679,ave,large avian,6/24/2022,https://www.inaturalist.org/observations/123770328,y,27.09425,-82.4552,,DJM,na,na,na
2407,680,ave,large avian,3/23/2019,https://www.inaturalist.org/observations/21547422,y,34.11878,-116.448,likely ROPI,DJM,na,na,na
2408,681,ave,large avian,9/19/2020,https://www.inaturalist.org/observations/60077833,y,35.32541,-106.714,likely ROPI,DJM,na,na,na
2409,682,ave,large avian,4/6/2020,https://www.inaturalist.org/observations/41637164,y,34.27954,-119.288,,DJM,na,na,na
2410,683,ave,large avian,3/6/2023,https://www.inaturalist.org/observations/150513825,y,40.64459,-73.8831,,WJG,na,na,na
2411,684,ave,large avian,2/19/2022,https://www.inaturalist.org/observations/107063014,y,41.8229,-81.0613,,WJG,na,na,na
2412,685,ave,large avian,4/12/2021,https://www.inaturalist.org/observations/73982947,y,42.34574,-71.5294,Prob ROPI,WJG,na,na,na
2413,686,ave,large avian,2/6/2021,https://www.inaturalist.org/observations/69145041,y,39.91572,-75.082,likely ROPI - DJM,Jules,na,na,na
2414,687,ave,large avian,1/16/2021,https://www.inaturalist.org/observations/68958239,y,28.03441,-81.7333,,Jules,na,na,na
2415,688,ave,large avian,3/28/2021,https://www.inaturalist.org/observations/72329289,y,30.00943,-95.5365,ROPI?,WJG,na,na,na
2416,689,ave,large avian,12/14/2018,https://www.inaturalist.org/observations/19013138,y,39.9786,-75.1311,"Pretty hard to see detail, but looks like a ROPI wing",WJG,na,na,na
2417,690,ave,large avian,10/23/2020,https://www.inaturalist.org/observations/63436082,y,39.9962,-105.118,ID by DJM,Jenna Waldeck,na,na,na
2418,691,ave,large avian,1/27/2023,https://www.inaturalist.org/observations/147507759,y,42.64859,-73.7514,likely ROPI,DJM,na,na,na
2419,692,ave,large avian,8/31/2021,https://www.inaturalist.org/observations/93140255,y,44.12539,-70.202,,WJG,na,na,na
2420,693,ave,large avian,11/22/2019,https://www.inaturalist.org/observations/36737733,y,31.9565,-83.7964,,WJG,na,na,na
2421,694,ave,large avian,8/11/2023,https://www.inaturalist.org/observations/177912287,y,41.65867,-70.322,,WJG,na,na,na
2422,695,ave,large avian,11/23/2022,https://www.inaturalist.org/observations/142719422,y,28.96938,-81.1872,probably ROPI; ID by WJG,Madeline,na,na,na
2423,696,ave,large avian,12/25/2020,https://www.inaturalist.org/observations/67048483,y,40.70326,-73.8055,ROPI most likely,DJM,na,na,na
2424,697,ave,large avian,12/11/2022,https://www.inaturalist.org/observations/144233045,y,36.96663,-122.016,ROPI?,WJG,na,na,na
2425,698,ave,large avian,2/14/2021,https://www.inaturalist.org/observations/72174582,y,40.71791,-74.3611,ROPI?,WJG,na,na,na
